"idempreendedor","nomeempreendedor","cpf_cnpj","unidadegestor"
397,"COOPERATIVA DE EXTRACAO MINERAL DE MATO GROSSO","23300300000000",NULL
398,"DELIA GODOY RAZUK","21943700000000","CORBCM"
399,"EUROMAQUINAS MINERACAO LTDA","19882200000000","CORBS"
400,"MINERACAO ABDALA LTDA","8838090000000",NULL
401,"SERRINHA GOLDMINE LTDA","42451000000000",NULL
402,"ITAMINAS COMERCIO DE MINERIOS SA","18752800000000","CORBO"
403,"EVALDO TESCHIMA LEITE","24588200000000","CORBCM"
404,"SAFM MINERACAO LTDA","9325670000000",NULL
405,"ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.","18565400000000","CORBL"
406,"ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.","18565400000000","CORBL"
407,"MINERACAO ONCA PUMA S.A.","48256800000000","CORBN"
408,"NORMA ARGES OLIVA","***406720***",NULL
409,"MINERBRAS MINERACAO LTDA","14762200000000","CORBS"
410,"AVG EMPREENDIMENTOS MINERARIOS S.A.","16565900000000","CORBL"
411,"MINERACAO JUNDU LTDA","60628500000000","CORBS"
412,"HELLEN ELIZABETH CORREA MARTINS","***102894***",NULL
413,"CENTRO OESTE GOLD MINE S.A.","44163000000000","CORBS"
414,"MINERACAO ONCA PUMA S.A.","48256800000000","CORBN"
415,"MINERACAO RIO DO NORTE SA","4932220000000",NULL
416,"MINERACAO RIO DO NORTE SA","4932220000000",NULL
417,"MINERACAO RIO DO NORTE SA","4932220000000",NULL
418,"GF GOLD MINERACAO EIRELI","16978600000000","CORBS"
419,"INDUSTRIAS NUCLEARES DO BRASIL S.A - INB","322818000000","CORBN"
420,"INDUSTRIAS NUCLEARES DO BRASIL S.A - INB","322818000000","CORBN"
421,"MOSAIC FERTILIZANTES P&K LTDA.","33931500000000","CORBS"
422,"MOSAIC FERTILIZANTES P&K LTDA.","33931500000000","CORBO"
423,"DOMUS AUREA MINERACAO LTDA","29541600000000",NULL
424,"VALE S.A.","33592500000000","CORBN"
425,"UNAMGEN MINERACAO E METALURGIA SA","42593300000000",NULL
426,"COOPERATIVA DE MINERACAO DOS GARIMPEIROS DE PONTES E LACERDA - COMPEL","25252500000000","CORBS"
427,"COOPERATIVA DE MINERACAO DOS GARIMPEIROS DE PONTES E LACERDA - COMPEL","25252500000000","CORBS"
428,"J F Rost Martins","5526480000000","CORBS"
429,"NORMA ARGES OLIVA","***406720***","CORBS"
430,"SIDNEI RAFAEL DE SOUZA","***096118***","CORBS"
431,"PORTO DE AREIA BRANCA LTDA","47157800000000",NULL
432,"Fellipe Gabriel Firmino Bravo","***062745***","CORBCM"
433,"COMPANHIA RIOGRANDENSE DE MINERACAO CRM","92724100000000","CORBS"
434,"EXTRACAO DE MINERIO BEARIZ LTDA","18461000000000","CORBCM"
435,"GF GOLD MINERACAO EIRELI","16978600000000","CORBS"
436,"Maxcimiliano Mendes Nascimento","***557555***","CORBCM"
437,"PEDREIRA SARGON LTDA","60101300000000","CORBS"
438,"NACIONAL DE GRAFITE LTDA","21228900000000",NULL
439,"YURI MACEDO OLIVEIRA","***071252***",NULL
440,"PILAR DE GOIAS DESENVOLVIMENTO MINERAL LTDA","21823100000000",NULL
441,"Sandro de França","***561629***","CORBS"
442,"FRANCISCO XAVIER DA SILVA","***108610***","CORBS"
443,"COOPERATIVA DE EXTRACAO MINERAL DE MATO GROSSO","23300300000000","CORBCM"
444,"AVG EMPREENDIMENTOS MINERARIOS S.A.","16565900000000","CORBL"
445,"aparecido francisco da silva","***352746***","CORBS"
446,"VETRIA MINERACAO S.A.","10228300000000",NULL
447,"MINERACAO DO VALE LTDA","53959300000000","CORBS"
448,"PM1 MINERACAO LTDA","8692740000000","CORBCM"
449,"EMBU S A ENGENHARIA E COMERCIO","61322600000000",NULL
450,"EMICON MINERACAO E TERRAPLENAGEM LIMITADA","16680000000000",NULL
451,"EMICON MINERACAO E TERRAPLENAGEM LIMITADA","16680000000000",NULL
452,"EMICON MINERACAO E TERRAPLENAGEM LIMITADA","16680000000000","CORBO"
453,"EMICON MINERACAO E TERRAPLENAGEM LIMITADA","16680000000000","CORBO"
454,"DISK-BASE EXT.DE AREIA E COM.DE MAT.P/CONST.LTDA","62136200000000","CORBS"
455,"DISK-BASE EXT.DE AREIA E COM.DE MAT.P/CONST.LTDA","62136200000000","CORBS"
456,"INDUSTRIA E COMERCIO DE MINERIOS S/A - ICOMI","33193900000000","CORBN"
457,"INDUSTRIA E COMERCIO DE MINERIOS S/A - ICOMI","33193900000000","CORBN"
458,"INDUSTRIA E COMERCIO DE MINERIOS S/A - ICOMI","33193900000000","CORBN"
459,"INDUSTRIA E COMERCIO DE MINERIOS S/A - ICOMI","33193900000000","CORBN"
460,"INDUSTRIA E COMERCIO DE MINERIOS S/A - ICOMI","33193900000000","CORBN"
461,"INDUSTRIA E COMERCIO DE MINERIOS S/A - ICOMI","33193900000000","CORBN"
462,"RUBENS GIMENEZ RODRIGUES","***827195***",NULL
463,"MAX JOEL RUSSI","***777051***","CORBCM"
464,"MINERACAO SANTA CRUZ LTDA","5384310000000","CORBL"
465,"COOPERATIVA MISTA DOS GARIMPEIROS DE PEIXOTO DE AZEVEDO","11664300000000","CORBS"
466,"Victor Augusto de Arruda Gimenez","***013194***","CORBCM"
467,"O MINERIO PARTICIPACOES LTDA","43304400000000","CORBCM"
468,"T. N. MINERACOES LTDA","32399900000000","CORBCM"
469,"EMPRESA DE MINERACAO HORII LTDA","52573200000000",NULL
470,"COMPANHIA MINERADORA DO PIROCLORO DE ARAXA","17806800000000","CORBO"
471,"MINERACAO GERAL DO BRASIL S/A","60727100000000","CORBCM"
472,"MINERACAO GERAL DO BRASIL S/A","60727100000000","CORBCM"
473,"MINERACAO DARCY R.O. E SILVA LTDA","45369200000000",NULL
474,"MINERACAO DARCY R.O. E SILVA LTDA","45369200000000",NULL
475,"VALE S.A.","33592500000000","CORBO"
476,"VALE S.A.","33592500000000",NULL
477,"AMG BRASIL S.A.","11224700000000",NULL
478,"BAUMINAS MINERACAO LTDA","19534700000000",NULL
479,"ANGLO AMERICAN MINERIO DE FERRO BRASIL S/A","2359570000000",NULL
480,"BAUMINAS MINERACAO LTDA","19534700000000",NULL
481,"ANGLO AMERICAN MINERIO DE FERRO BRASIL S/A","2359570000000","CORBL"
482,"ANGLO AMERICAN MINERIO DE FERRO BRASIL S/A","2359570000000","CORBL"
483,"ANGLO AMERICAN MINERIO DE FERRO BRASIL S/A","2359570000000","CORBL"
484,"ANGLO AMERICAN MINERIO DE FERRO BRASIL S/A","2359570000000","CORBL"
485,"ANGLO AMERICAN MINERIO DE FERRO BRASIL S/A","2359570000000","CORBL"
486,"CMOC BRASIL MINERACAO, INDUSTRIA E PARTICIPACOES LTDA.","26108900000000",NULL
487,"CMOC BRASIL MINERACAO, INDUSTRIA E PARTICIPACOES LTDA.","26108900000000",NULL
488,"CMOC BRASIL MINERACAO, INDUSTRIA E PARTICIPACOES LTDA.","26108900000000",NULL
489,"CMOC BRASIL MINERACAO, INDUSTRIA E PARTICIPACOES LTDA.","26108900000000",NULL
490,"CMOC BRASIL MINERACAO, INDUSTRIA E PARTICIPACOES LTDA.","26108900000000",NULL
491,"MINERACAO TABOCA S A","34020000000000",NULL
492,"MINERACAO TABOCA S A","34020000000000","CORBN"
493,"MINERACAO TABOCA S A","34020000000000","CORBN"
494,"MINERACAO TABOCA S A","34020000000000","CORBN"
495,"MINERACAO TABOCA S A","34020000000000","CORBN"
496,"MINERACAO TABOCA S A","34020000000000","CORBN"
497,"MINERACAO TABOCA S A","34020000000000","CORBN"
498,"MINERACAO TABOCA S A","34020000000000","CORBN"
499,"MINERACAO RIACHO DOS MACHADOS LTDA.","8832670000000",NULL
500,"Alcoa World Alumina Brasil Ltda.","6167730000000",NULL
501,"Alcoa World Alumina Brasil Ltda.","6167730000000","CORBN"
502,"Alcoa World Alumina Brasil Ltda.","6167730000000",NULL
503,"Alcoa World Alumina Brasil Ltda.","6167730000000",NULL
504,"Alcoa World Alumina Brasil Ltda.","6167730000000",NULL
505,"Alcoa World Alumina Brasil Ltda.","6167730000000",NULL
506,"Alcoa World Alumina Brasil Ltda.","6167730000000",NULL
507,"HERCULANO MINERACAO LTDA","41785800000000",NULL
508,"MINERACAO CARAIBA S/A","42509300000000",NULL
509,"Minerita Minérios Itaúna Ltda.","16813500000000",NULL
510,"Minerita Minérios Itaúna Ltda.","16813500000000",NULL
511,"MINERACAO TABIPORA LTDA","79066800000000",NULL
512,"SALOBO METAIS S/A","33931500000000",NULL
513,"SALOBO METAIS S/A","33931500000000","CORBN"
514,"SALOBO METAIS S/A","33931500000000","CORBN"
515,"SALOBO METAIS S/A","33931500000000","CORBN"
516,"SALOBO METAIS S/A","33931500000000","CORBN"
517,"M B L MATERIAIS BASICOS LTDA","19543200000000","CORBO"
518,"M B L MATERIAIS BASICOS LTDA","19543200000000","CORBO"
519,"EXTRACAO DE MINERIO BEARIZ LTDA","18461000000000","CORBS"
520,"INDUSTRIAS NUCLEARES DO BRASIL S.A - INB","322818000000","CORBO"
521,"INDUSTRIAS NUCLEARES DO BRASIL S.A - INB","322818000000",NULL
522,"INDUSTRIAS NUCLEARES DO BRASIL S.A - INB","322818000000","CORBO"
523,"CSN CIMENTOS S.A.","38282500000000","CORBO"
524,"CSN CIMENTOS S.A.","38282500000000","CORBO"
525,"ARCELORMITTAL BRASIL S.A.","17469700000000",NULL
526,"EMBU S A ENGENHARIA E COMERCIO","61322600000000",NULL
527,"EMBU S A ENGENHARIA E COMERCIO","61322600000000",NULL
528,"SANTA LUZ DESENVOLVIMENTO MINERAL LTDA","22104000000000",NULL
529,"SANTA LUZ DESENVOLVIMENTO MINERAL LTDA","22104000000000",NULL
530,"MINERACAO AURIZONA S/A","42422000000000",NULL
531,"MINERACAO AURIZONA S/A","42422000000000",NULL
532,"FAZENDA BRASILEIRO DESENVOLVIMENTO MINERAL LTDA","22104000000000",NULL
533,"FAZENDA BRASILEIRO DESENVOLVIMENTO MINERAL LTDA","22104000000000",NULL
534,"FAZENDA BRASILEIRO DESENVOLVIMENTO MINERAL LTDA","22104000000000",NULL
535,"SERABI MINERACAO S.A.","4207300000000",NULL
536,"SERABI MINERACAO S.A.","4207300000000",NULL
537,"GERDAU ACOMINAS S/A","17227400000000","CORBL"
538,"SALITRE FERTILIZANTES LTDA.","43066700000000",NULL
539,"VALE S.A.","33592500000000",NULL
540,"VALE S.A.","33592500000000","CORBL"
541,"VALE S.A.","33592500000000",NULL
542,"VALE S.A.","33592500000000",NULL
543,"VALE S.A.","33592500000000","CORBL"
544,"VALE S.A.","33592500000000","CORBL"
545,"VALE S.A.","33592500000000","CORBCM"
546,"VALE S.A.","33592500000000","CORBL"
547,"VALE S.A.","33592500000000","CORBL"
548,"VALE S.A.","33592500000000","CORBL"
549,"VALE S.A.","33592500000000","CORBL"
550,"VALE S.A.","33592500000000","CORBL"
551,"AURA ALMAS MINERACAO S/A","8213820000000",NULL
552,"Valdinei Mauro de Souza","***568360***",NULL
553,"SALINAS GOLD MINERACAO LTDA","3212960000000",NULL
554,"SALINAS GOLD MINERACAO LTDA","3212960000000",NULL
555,"SALINAS GOLD MINERACAO LTDA","3212960000000","CORBS"
556,"VALE S.A.","33592500000000","CORBO"
557,"VALE S.A.","33592500000000","CORBO"
558,"VALE S.A.","33592500000000","CORBO"
559,"VALE S.A.","33592500000000","CORBO"
560,"VALE S.A.","33592500000000","CORBO"
561,"VALE S.A.","33592500000000","CORBO"
562,"VALE S.A.","33592500000000",NULL
563,"VALE S.A.","33592500000000","CORBO"
564,"SALOBO METAIS S/A","33931500000000",NULL
565,"ALAIN STEPHANE RIVIERE MINERACAO","15264400000000","CORBS"
566,"VETRIA MINERACAO S.A.","10228300000000",NULL
567,"ALAIN STEPHANE RIVIERE MINERACAO","15264400000000","CORBS"
568,"VETRIA MINERACAO S.A.","10228300000000",NULL
569,"EVANDRO DE SOUZA","***894865***","CORBS"
570,"A R WEBER","5742530000000","CORBS"
571,"GONCALO PEDROSO DE BARROS","***178073***","CORBS"
572,"JONAS GIMENEZ RODRIGUES","***015680***","CORBS"
573,"Roberto Nunes Rondon","***352571***","CORBS"
574,"SIDNEI RAFAEL DE SOUZA","***096118***","CORBS"
575,"MINERACAO USIMINAS S.A.","12056600000000",NULL
576,"MAX JOEL RUSSI","***777051***","CORBS"
577,"MINERACAO USIMINAS S.A.","12056600000000","CORBO"
578,"R G R FILHO MINERACAO","48000300000000",NULL
579,"VALE S.A.","33592500000000","CORBL"
580,"Davi Alves Bicalho","***799923***",NULL
581,"VALE S.A.","33592500000000","CORBL"
582,"Davi Alves Bicalho","***799923***","CORBS"
583,"VALE S.A.","33592500000000","CORBL"
584,"RENALDO RUDI SCHORK","***452517***",NULL
585,"VALE S.A.","33592500000000",NULL
586,"VALE S.A.","33592500000000",NULL
587,"VALE S.A.","33592500000000",NULL
588,"VALE S.A.","33592500000000",NULL
589,"VALE S.A.","33592500000000","CORBL"
590,"VALE S.A.","33592500000000","CORBL"
591,"ROSEMEIRE BENEDETTI ALVES","***124161***",NULL
592,"ROSEMEIRE BENEDETTI ALVES","***124161***","CORBS"
593,"VALE S.A.","33592500000000","CORBN"
594,"VALE S.A.","33592500000000","CORBN"
595,"VALE S.A.","33592500000000","CORBN"
596,"Valdinei Mauro de Souza","***568360***","CORBS"
597,"Valdinei Mauro de Souza","***568360***",NULL
598,"VALE S.A.","33592500000000","CORBN"
599,"Valdinei Mauro de Souza","***568360***",NULL
600,"VALE S.A.","33592500000000",NULL
601,"Valdinei Mauro de Souza","***568360***",NULL
602,"Valdinei Mauro de Souza","***568360***",NULL
603,"VALE S.A.","33592500000000",NULL
604,"Valdinei Mauro de Souza","***568360***",NULL
605,"JACOBINA MINERACAO E COMERCIO LTDA","42463200000000",NULL
606,"JACOBINA MINERACAO E COMERCIO LTDA","42463200000000",NULL
607,"VALE S.A.","33592500000000",NULL
608,"VALE S.A.","33592500000000","CORBO"
609,"CAIO CESAR GIMENES RODRIGUES SILVA","***377152***","CORBS"
610,"VALE S.A.","33592500000000","CORBL"
611,"VALE S.A.","33592500000000","CORBL"
612,"VALE S.A.","33592500000000","CORBL"
613,"VALE S.A.","33592500000000","CORBL"
614,"VALE S.A.","33592500000000",NULL
615,"VALE S.A.","33592500000000",NULL
616,"Valdinei Mauro de Souza","***568360***",NULL
617,"VALE S.A.","33592500000000","CORBO"
618,"VALE S.A.","33592500000000","CORBO"
619,"VALE S.A.","33592500000000","CORBO"
620,"VALE S.A.","33592500000000","CORBO"
621,"VALE S.A.","33592500000000","CORBL"
622,"VALE S.A.","33592500000000","CORBL"
623,"VALE S.A.","33592500000000","CORBL"
624,"VALE S.A.","33592500000000","CORBO"
625,"VALE S.A.","33592500000000","CORBO"
626,"VALE S.A.","33592500000000",NULL
627,"VALE S.A.","33592500000000",NULL
628,"Topazio Imperial Mineração Comercio e Industria Ltda","16857300000000",NULL
629,"VALE S.A.","33592500000000",NULL
630,"VALE S.A.","33592500000000",NULL
631,"VALE S.A.","33592500000000","CORBO"
632,"VALE S.A.","33592500000000",NULL
633,"MARCELO BOZETTI","***943625***","CORBS"
634,"MINERACAO MARACA INDUSTRIA E COMERCIO S/A","86902100000000",NULL
635,"SANDER LIMA DE FRANCA","***002005***",NULL
636,"FREDERICO AUGUSTO DE ARRUDA GIMENEZ MINERACAO","7111520000000","CORBS"
637,"VALE S.A.","33592500000000",NULL
638,"VALE S.A.","33592500000000",NULL
639,"VALE S.A.","33592500000000",NULL
640,"VALE S.A.","33592500000000",NULL
641,"VALE S.A.","33592500000000",NULL
642,"VALE S.A.","33592500000000",NULL
643,"VALE S.A.","33592500000000",NULL
644,"ELISA MACIEL SANTOS RIVA","***693900***","CORBS"
645,"M. M. GOLD MINERACAO LTDA","28277400000000","CORBN"
646,"M. M. GOLD MINERACAO LTDA","28277400000000","CORBN"
647,"M. M. GOLD MINERACAO LTDA","28277400000000",NULL
648,"AVB MINERACAO LTDA.","7605560000000",NULL
649,"Ronny Morais Costa","***998363***",NULL
650,"VALE S.A.","33592500000000",NULL
651,"VALE S.A.","33592500000000",NULL
652,"VALE S.A.","33592500000000",NULL
653,"SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL","16628300000000","CORBL"
654,"SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL","16628300000000",NULL
655,"SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL","16628300000000","CORBL"
656,"SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL","16628300000000","CORBL"
657,"SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL","16628300000000","CORBL"
658,"SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL","16628300000000",NULL
659,"CASA DE PEDRA LTDA","80336200000000",NULL
660,"Marcio Nascimento","***052081***","CORBS"
661,"SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL","16628300000000","CORBL"
662,"VM MINERACAO LTDA","3121420000000",NULL
663,"VM MINERACAO LTDA","3121420000000",NULL
664,"GRANHA LIGAS LTDA","5833750000000","CORBO"
665,"PROMETALICA MINERACAO LTDA","3564160000000",NULL
666,"ATLANTIC NICKEL MINERACAO LTDA","74127000000000",NULL
667,"Euler Oliveira Coelho","***878978***",NULL
668,"MINERACAO APOENA S.A.","10302600000000",NULL
669,"MINERACAO APOENA S.A.","10302600000000",NULL
670,"MINERACAO APOENA S.A.","10302600000000","CORBS"
671,"MINERACAO APOENA S.A.","10302600000000","CORBS"
672,"SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL","16628300000000","CORBL"
673,"SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL","16628300000000","CORBL"
674,"CASCAR BRASIL MINERACAO LTDA","8859670000000","CORBN"
675,"CIA DE FERRO LIGAS DA BAHIA FERBASA","15141800000000",NULL
676,"CIA DE FERRO LIGAS DA BAHIA FERBASA","15141800000000",NULL
677,"VALE S.A.","33592500000000","CORBO"
678,"VALE S.A.","33592500000000","CORBO"
679,"VALE S.A.","33592500000000","CORBO"
680,"VALE S.A.","33592500000000","CORBL"
681,"VALE S.A.","33592500000000","CORBL"
682,"CARBONIFERA METROPOLITANA S/A","83647900000000",NULL
683,"VALE S.A.","33592500000000","CORBL"
684,"CARBONIFERA METROPOLITANA S/A","83647900000000",NULL
685,"VALE S.A.","33592500000000",NULL
686,"CARBONIFERA METROPOLITANA S/A","83647900000000","CORBS"
687,"VALE S.A.","33592500000000",NULL
688,"CARBONIFERA METROPOLITANA S/A","83647900000000","CORBS"
689,"VALE S.A.","33592500000000",NULL
690,"VALE S.A.","33592500000000","CORBL"
691,"VALE S.A.","33592500000000","CORBL"
692,"VALE S.A.","33592500000000","CORBL"
693,"VERMELHAO MINERACAO INDUSTRIA E COMERCIO LTDA","16857500000000","CORBL"
694,"VALE S.A.","33592500000000","CORBL"
695,"VALE S.A.","33592500000000",NULL
696,"Geocal Mineração Ltda","255910000000","CORBS"
697,"MOSAIC FERTILIZANTES P&K LTDA.","33931500000000",NULL
698,"MOSAIC FERTILIZANTES P&K LTDA.","33931500000000",NULL
699,"MOSAIC FERTILIZANTES P&K LTDA.","33931500000000","CORBS"
700,"MOSAIC FERTILIZANTES P&K LTDA.","33931500000000","CORBO"
701,"MOSAIC FERTILIZANTES P&K LTDA.","33931500000000","CORBO"
702,"COMPANHIA BRASILEIRA DE ALUMINIO","61409900000000",NULL
703,"COMPANHIA BRASILEIRA DE ALUMINIO","61409900000000",NULL
704,"Carbonífera Belluno Ltda.","83163600000000","CORBS"
705,"Carbonífera Belluno Ltda.","83163600000000","CORBS"
706,"MINERACAO SERRAS DO OESTE LIMITADA","28917700000000",NULL
707,"MINERACAO SERRAS DO OESTE LIMITADA","28917700000000",NULL
708,"Carbonífera Belluno Ltda.","83163600000000",NULL
709,"MOSAIC FERTILIZANTES P&K LTDA.","33931500000000",NULL
710,"MINERACAO NOSSA SENHORA DO CARMO LTDA","83647800000000",NULL
711,"MOSAIC FERTILIZANTES P&K LTDA.","33931500000000",NULL
712,"MINERACAO NOSSA SENHORA DO CARMO LTDA","83647800000000",NULL
713,"MOSAIC FERTILIZANTES P&K LTDA.","33931500000000","CORBO"
714,"MOSAIC FERTILIZANTES P&K LTDA.","33931500000000","CORBO"
715,"MOSAIC FERTILIZANTES P&K LTDA.","33931500000000",NULL
716,"MOSAIC FERTILIZANTES P&K LTDA.","33931500000000",NULL
717,"MOSAIC FERTILIZANTES P&K LTDA.","33931500000000","CORBO"
718,"MOSAIC FERTILIZANTES P&K LTDA.","33931500000000","CORBO"
719,"MOSAIC FERTILIZANTES P&K LTDA.","33931500000000","CORBO"
720,"MOSAIC FERTILIZANTES P&K LTDA.","33931500000000",NULL
721,"MOSAIC FERTILIZANTES P&K LTDA.","33931500000000","CORBO"
722,"MOSAIC FERTILIZANTES P&K LTDA.","33931500000000",NULL
723,"MOSAIC FERTILIZANTES P&K LTDA.","33931500000000","CORBS"
724,"MOSAIC FERTILIZANTES P&K LTDA.","33931500000000",NULL
725,"MOSAIC FERTILIZANTES P&K LTDA.","33931500000000",NULL
726,"MOSAIC FERTILIZANTES P&K LTDA.","33931500000000",NULL
727,"VALLOUREC TUBOS DO BRASIL LTDA.","17170200000000","CORBO"
728,"VALLOUREC TUBOS DO BRASIL LTDA.","17170200000000",NULL
729,"VALLOUREC TUBOS DO BRASIL LTDA.","17170200000000","CORBO"
730,"JOAO ROBERTO CARDOSO","***352235***","CORBS"
731,"ITAMINAS COMERCIO DE MINERIOS SA","18752800000000",NULL
732,"LHG MINING CORUMBA S.A","3327990000000",NULL
733,"MINERACAO VALE VERDE DO BRASIL LTDA.","8650570000000",NULL
734,"KINROSS BRASIL MINERACAO S/A","20346500000000",NULL
735,"KINROSS BRASIL MINERACAO S/A","20346500000000",NULL
736,"KINROSS BRASIL MINERACAO S/A","20346500000000","CORBO"
737,"KINROSS BRASIL MINERACAO S/A","20346500000000",NULL
738,"KINROSS BRASIL MINERACAO S/A","20346500000000",NULL
739,"KINROSS BRASIL MINERACAO S/A","20346500000000",NULL
740,"SANTA FELICIDADE MINERACAO SPE LTDA","48364400000000","CORBS"
741,"VALE S.A.","33592500000000",NULL
742,"SANTA FELICIDADE MINERACAO SPE LTDA","48364400000000","CORBS"
743,"VALE S.A.","33592500000000","CORBL"
744,"SANTA FELICIDADE MINERACAO SPE LTDA","48364400000000",NULL
745,"VALE S.A.","33592500000000","CORBL"
746,"SANTA FELICIDADE MINERACAO SPE LTDA","48364400000000",NULL
747,"VALE S.A.","33592500000000","CORBL"
748,"Pollyana Moreira Dias","***010700***","CORBS"
749,"ARTEMYN RIO CAPIM CAULIM LTDA.","16532800000000","CORBN"
750,"ARTEMYN RIO CAPIM CAULIM LTDA.","16532800000000","CORBN"
751,"ARTEMYN RIO CAPIM CAULIM LTDA.","16532800000000","CORBN"
752,"ARTEMYN RIO CAPIM CAULIM LTDA.","16532800000000","CORBN"
753,"ARTEMYN RIO CAPIM CAULIM LTDA.","16532800000000","CORBN"
754,"ARTEMYN RIO CAPIM CAULIM LTDA.","16532800000000","CORBN"
755,"ARTEMYN RIO CAPIM CAULIM LTDA.","16532800000000","CORBN"
756,"ARTEMYN RIO CAPIM CAULIM LTDA.","16532800000000","CORBN"
757,"ARTEMYN RIO CAPIM CAULIM LTDA.","16532800000000","CORBN"
758,"ARTEMYN RIO CAPIM CAULIM LTDA.","16532800000000","CORBN"
759,"PARA PIGMENTOS S A","33931500000000","CORBN"
760,"PARA PIGMENTOS S A","33931500000000","CORBN"
761,"PARA PIGMENTOS S A","33931500000000","CORBN"
762,"JOSE MARIA OTAVIO MARTINS DUARTE","***869507***","CORBS"
763,"JOSE MARIA OTAVIO MARTINS DUARTE","***869507***","CORBS"
764,"JOSE MARIA OTAVIO MARTINS DUARTE","***869507***",NULL
765,"NAGELLA CHRISSIE BRAVO SERRA","***042380***",NULL
766,"Humberto Covezzi","***299025***",NULL
767,"Joaquim Aderaldo de Souza Neto","***807891***","CORBS"
768,"BRAZAURO RECURSOS MINERAIS S.A.","5943920000000",NULL
769,"BRAZAURO RECURSOS MINERAIS S.A.","5943920000000",NULL
770,"VALDEMIR CARLOS DE SOUZA","***326183***","CORBS"
771,"GERDAU ACOMINAS S/A","17227400000000",NULL
772,"GERDAU ACOMINAS S/A","17227400000000",NULL
773,"MINERACAO RIO DO NORTE SA","4932220000000","CORBN"
774,"MINERACAO RIO DO NORTE SA","4932220000000","CORBN"
775,"MINERACAO RIO DO NORTE SA","4932220000000","CORBCM"
776,"MINERACAO RIO DO NORTE SA","4932220000000",NULL
777,"MINERACAO RIO DO NORTE SA","4932220000000",NULL
778,"MINERACAO RIO DO NORTE SA","4932220000000",NULL
779,"MINERACAO RIO DO NORTE SA","4932220000000","CORBN"
780,"MINERACAO RIO DO NORTE SA","4932220000000",NULL
781,"MINERACAO RIO DO NORTE SA","4932220000000",NULL
782,"MINERACAO RIO DO NORTE SA","4932220000000",NULL
783,"MINERACAO RIO DO NORTE SA","4932220000000",NULL
784,"MINERACAO RIO DO NORTE SA","4932220000000",NULL
785,"MINERACAO RIO DO NORTE SA","4932220000000","CORBN"
786,"MINERACAO RIO DO NORTE SA","4932220000000",NULL
787,"MINERACAO RIO DO NORTE SA","4932220000000",NULL
788,"MINERACAO RIO DO NORTE SA","4932220000000",NULL
789,"MINERACAO RIO DO NORTE SA","4932220000000",NULL
790,"MINERACAO RIO DO NORTE SA","4932220000000",NULL
791,"MINERACAO RIO DO NORTE SA","4932220000000",NULL
792,"MINERACAO RIO DO NORTE SA","4932220000000",NULL
793,"MINERACAO RIO DO NORTE SA","4932220000000",NULL
794,"MINERACAO RIO DO NORTE SA","4932220000000","CORBN"
795,"MINERACAO RIO DO NORTE SA","4932220000000",NULL
796,"MINERACAO RIO DO NORTE SA","4932220000000",NULL
797,"MINERACAO RIO DO NORTE SA","4932220000000",NULL
798,"MINERACAO RIO DO NORTE SA","4932220000000",NULL
799,"MINERACAO RIO DO NORTE SA","4932220000000","CORBN"
800,"MINERACAO RIO DO NORTE SA","4932220000000",NULL
801,"MINERACAO RIO DO NORTE SA","4932220000000","CORBN"
802,"MINERAÇÃO OURO BRANCO SALTO DE PIRAPORA LTDA ME","72912000000000","CORBS"
803,"NACIONAL DE GRAFITE LTDA","21228900000000",NULL
804,"NACIONAL DE GRAFITE LTDA","21228900000000",NULL
805,"NACIONAL DE GRAFITE LTDA","21228900000000",NULL
806,"NACIONAL DE GRAFITE LTDA","21228900000000",NULL
807,"NACIONAL DE GRAFITE LTDA","21228900000000",NULL
808,"Conterpa, Conservação e Terraplagem e Pavimentação Ltda","2002590000000",NULL
809,"NEXA RECURSOS MINERAIS S.A.","42416700000000","CORBO"
810,"NEXA RECURSOS MINERAIS S.A.","42416700000000","CORBO"
811,"FERRO + MINERACAO S.A.","21256900000000","CORBL"
812,"NEXA RECURSOS MINERAIS S.A.","42416700000000",NULL
813,"HELLEN ELIZABETH CORREA MARTINS","***102894***","CORBS"
814,"MINERACAO BOM RETIRO LTDA","56763800000000",NULL
815,"PEDREIRA IBIUNA LTDA","68870400000000",NULL
816,"MINERACAO SERRAS DO OESTE LIMITADA","28917700000000","CORBL"
817,"HEUREKA MINERACAO LTDA","35343600000000",NULL
818,"HEUREKA MINERACAO LTDA","35343600000000",NULL
819,"HEUREKA MINERACAO LTDA","35343600000000","CORBS"
820,"MINERADORA AREIA NOVA LTDA","2286820000000","CORBS"
821,"MINERADORA PONTE ALTA LTDA","478237000000",NULL
822,"PEDREIRA SARGON LTDA","60101300000000","CORBS"
823,"MINERIOS NACIONAL S.A.","9294880000000",NULL
